,Month,Driver_id,Total_income,Total_km,Gender,Age,Vetek
84,04/2015,200,74894.80877089668,7928.46981774023,M,39.0,0.7
85,04/2015,316,75999.54307940604,8901.531890829243,M,34.8,0.2
86,04/2015,307,90803.78396549419,7492.337668621904,M,65.0,0.7
87,04/2015,882,108715.25066280663,9856.350903081091,M,33.7,0.6
88,04/2015,706,100568.26209726866,8748.15835718904,M,51.7,0.3
89,04/2015,829,67743.13665819951,7235.9111918256995,M,35.3,0.5
90,04/2015,719,77150.72506976026,7146.832682893565,M,32.6,1.0
91,04/2015,935,98544.0085982859,7175.8119218906195,M,38.9,0.3
92,04/2015,68,84760.16403301901,7176.884847254565,F,35.8,1.0
93,04/2015,815,93151.67616497548,8838.891561765706,,64.2,0.3
94,04/2015,747,86306.79432488697,8955.958284882587,M,43.6,0.7
95,04/2015,798,102097.46568946465,8498.688927935593,M,35.3,0.4
96,04/2015,865,82170.70410236833,8703.725879307187,M,58.5,0.3
97,04/2015,399,97351.53041264243,9005.851179347754,M,53.1,0.9
98,04/2015,509,77376.46142093367,5980.769766156471,M,46.7,0.5
99,04/2015,308,118788.91393428539,8949.547231138462,M,48.1,0.9
100,04/2015,502,77465.02676333796,8286.164252099683,M,61.5,7.9
101,04/2015,81,76530.73517860925,7980.532008634113,M,42.4,14.4
102,04/2015,814,83764.48418092,8574.793184671295,M,33.1,18.7
103,04/2015,666,77883.45769661054,8572.174283351827,M,35.3,8.7
104,04/2015,205,86283.10525950084,10153.029880843967,M,56.6,9.9
105,04/2015,759,105884.00326229921,9886.583434997698,M,44.5,3.4
106,04/2015,96,110556.67806089576,10262.975829157911,M,37.2,9.4
107,04/2015,671,57547.160594057845,6561.625684011105,M,61.4,16.8
108,04/2015,100,117313.08013345396,9861.672378367342,M,38.1,17.2
109,04/2015,321,69929.4401668365,8002.485467663044,M,,10.1
110,04/2015,602,94376.79329081032,9219.117859878585,M,37.3,17.8
111,04/2015,453,93449.52669209226,8327.984225492055,F,60.6,5.4
112,04/2015,396,73569.15197286132,9159.641406699691,M,33.1,12.5
113,04/2015,113,90448.87742396361,9565.005352330561,M,,16.9
114,04/2015,988,71824.77572568272,7966.1400604293585,M,32.9,11.3
115,04/2015,956,106825.95415996769,8748.67866997037,M,65.3,15.6
116,04/2015,59,73111.69293456667,7952.872073128007,M,46.9,8.1
117,04/2015,593,103435.16359894694,9824.676062749648,M,43.4,15.5
118,04/2015,10,123364.31315363331,9685.95918778764,M,45.5,6.4
119,04/2015,196,87237.23309790793,7734.309685558262,M,46.2,4.3
120,04/2015,38,82078.16392426823,9087.171730532373,,51.3,5.9
121,04/2015,625,78749.12686651494,8838.593057244883,M,57.7,13.8
122,04/2015,570,98688.69143473962,8582.257164002214,M,47.1,16.8
123,04/2015,745,98017.34106432952,10084.984408827364,M,51.3,15.9
124,04/2015,764,60443.088297089176,6758.60849973134,M,47.3,15.0
125,04/2015,66,83239.48075791229,7848.352722416084,M,40.0,18.9
126,04/2015,84,110048.680361905,8445.911742550667,,36.5,18.8
127,04/2015,462,78018.28667161673,7978.941577533487,,39.3,10.3
128,04/2015,952,98096.74990400049,8249.434919467458,M,56.4,4.4
129,04/2015,970,90362.40095225409,7802.820874784756,M,34.0,11.4
130,04/2015,333,81982.42711545997,9609.497147533182,M,50.1,8.4
131,04/2015,274,116495.60473562172,8770.28270098672,M,63.7,8.6
132,04/2015,981,99807.04435313502,8525.478955190692,M,62.2,1.6
133,04/2015,110,68973.11462949152,7797.492803098728,M,59.4,15.7
134,04/2015,383,87338.23996813867,8320.364363280109,M,37.5,15.6
135,04/2015,542,75669.19874328881,8136.846829732873,M,35.2,7.8
136,04/2015,787,122972.48518599736,9359.486953177233,M,59.9,12.3
137,04/2015,57,84375.01433665612,9038.063614244751,M,65.6,16.7
138,04/2015,412,76718.24530126648,8005.486100121937,M,59.3,4.6
139,04/2015,177,126280.58465835654,10676.19323275648,M,41.0,1.9
140,04/2015,560,80481.34400151849,9142.354820580309,M,41.8,12.4
141,04/2015,398,66985.59086652314,7310.77678376707,M,52.0,4.8
142,04/2015,916,69450.59416978428,7808.208334452692,M,65.1,18.0
143,04/2015,965,94773.78188503193,10278.448240418742,M,65.8,5.6
144,04/2015,746,86809.13366593297,8694.378168476853,M,48.2,1.6
145,04/2015,912,113238.59045923487,11151.257695218736,M,55.6,16.5
146,04/2015,257,95697.93903928169,8822.105381703484,M,36.1,4.5
147,04/2015,727,96130.41741832672,9465.041214994215,M,53.5,16.6
148,04/2015,144,66165.71234579448,6200.2433960499175,M,43.3,7.4
149,04/2015,164,92233.86179586207,8226.12944257694,M,39.8,10.5
150,04/2015,48,131801.93006507773,10705.679144710637,M,63.4,11.9
151,04/2015,872,62517.355235236275,7159.69390265056,M,50.2,11.6
152,04/2015,391,93127.59076544698,7708.9364540805145,M,47.8,2.2
153,04/2015,703,80090.14882206153,9064.21249856662,M,,7.8
154,04/2015,504,108005.27213122864,9166.985473342305,M,40.0,1.8
155,04/2015,876,81704.01720554142,8608.700612143606,M,34.7,5.8
156,04/2015,69,96340.27726559534,8562.660018648929,M,57.1,11.5
157,04/2015,736,100555.98813499568,8699.426218639017,M,43.1,13.3
158,04/2015,899,100497.33176505865,9807.910017948027,M,58.6,10.2
159,04/2015,219,72542.06741476044,9063.416275371885,M,39.4,17.3
160,04/2015,451,96256.88109531063,9244.754163289457,M,47.1,10.2
161,04/2015,407,98217.73353209125,8947.284380267129,M,46.4,2.4
162,04/2015,735,90547.43663266298,7428.907645339932,M,54.1,4.8
163,04/2015,249,84582.03818961406,7765.565314495327,M,60.9,8.2
164,04/2015,145,89935.35301058245,8656.370980649577,M,49.4,7.5
165,04/2015,12,111919.05207908191,9380.04054860759,M,59.0,15.6
166,04/2015,724,71711.00354060797,7041.819306677981,F,47.8,16.0
167,04/2015,728,99013.44085463534,7807.375090017968,M,57.5,2.9
168,04/2015,948,58316.78504802734,6968.084954748667,M,37.5,3.6
169,04/2015,464,84604.0462345261,9157.400433420416,M,58.4,6.4
170,04/2015,278,100451.97349650317,7662.045759246485,,47.4,10.8
171,04/2015,89,67091.4959149873,7311.074187894948,M,42.9,7.5
172,04/2015,124,84230.34379959441,9761.106108910719,M,35.2,9.5
173,04/2015,185,87319.32576106086,8581.304073609286,M,35.5,14.5
174,04/2015,514,95871.15794270612,8068.482657640515,M,45.0,12.9
175,04/2015,651,91294.44901497752,8141.751587254054,M,39.2,8.3
176,04/2015,669,74419.77145618183,9022.243200949157,M,52.7,13.9
177,04/2015,97,76697.76044670785,8307.32246240526,M,62.2,11.0
178,04/2015,924,72379.18643499224,6748.4102447809855,M,64.5,11.3
179,04/2015,323,62293.45319625405,6763.592174367326,F,48.5,8.9
180,04/2015,643,62156.438135923774,6992.629711156237,M,35.7,16.0
181,04/2015,890,117651.80019916325,8465.931233242452,M,55.4,17.6
182,04/2015,929,69151.116657738,7432.868448243755,M,41.7,4.4
183,04/2015,670,69107.95882846968,9288.107963021665,M,36.1,8.3
184,04/2015,181,88123.57839085351,9030.194967732737,M,36.8,10.0
185,04/2015,963,112248.78955389775,8660.96623933788,M,50.0,10.8
186,04/2015,997,83629.12675630394,8090.818797761999,M,61.6,10.5
187,04/2015,858,71621.3816384343,7777.172254271179,M,38.2,1.5
188,04/2015,403,94893.93723461856,7487.869337606564,M,45.4,7.8
189,04/2015,572,84438.74371092355,9019.994958941055,M,,7.6
190,04/2015,754,81496.8660381228,9027.287717966017,M,55.8,11.8
191,04/2015,72,90789.19840142995,7631.065926129012,M,46.7,11.5
192,04/2015,283,79614.38377001171,6823.904845722873,M,57.9,9.6
193,04/2015,705,87731.56025747373,7723.67781557506,M,46.5,1.7
194,04/2015,983,85146.99130363279,6586.8707673652425,M,36.0,14.7
195,04/2015,305,97820.24745401798,9648.127228514786,M,63.1,4.2
196,04/2015,857,76576.47824024304,7080.612322378423,M,37.8,3.3
197,04/2015,74,93427.43353236536,8253.552691766552,M,37.2,15.0
198,04/2015,824,86376.67796649602,8703.971853714149,M,56.3,2.9
199,04/2015,231,106899.56077208079,9146.728040155856,,42.2,17.8
200,04/2015,130,83692.26543532072,7541.467053881647,M,59.5,15.0
201,04/2015,248,94569.33625057562,9751.947491621171,M,36.4,14.8
202,04/2015,149,112925.99548149647,7986.1904933486585,M,52.6,5.5
203,04/2015,329,68576.76589251113,6810.012386047022,M,43.4,4.5
204,04/2015,582,48399.51799498872,7522.779709994278,M,46.1,4.4
205,04/2015,328,67592.92544072453,6898.1657219581475,M,39.4,11.4
206,04/2015,779,87816.28008277796,9782.076932308402,M,,18.0
207,04/2015,807,73817.80730112593,8499.055499089078,M,,12.8
208,04/2015,821,81626.92672015232,8370.01490014295,M,55.6,4.4
209,04/2015,366,65328.04463173978,6811.942600350558,M,42.9,7.5
210,04/2015,433,88123.2049946903,7566.760596674429,M,37.5,8.6
211,04/2015,371,73044.20361976532,8081.617358339597,M,52.2,5.6
212,04/2015,384,83509.59249876191,8468.581623079617,M,43.5,2.5
213,04/2015,632,102487.8886444445,7538.9690811423,M,35.3,14.1
214,04/2015,861,129299.2129081518,7895.16182940105,M,48.3,12.6
215,04/2015,65,98535.95016090108,9545.239070603535,,46.8,15.7
216,04/2015,877,82614.73419819707,7770.529415032132,M,40.8,16.7
217,04/2015,244,84152.99109314421,8995.030696550042,M,40.5,3.1
218,04/2015,863,114201.80812523955,9992.131579764899,M,48.7,17.6
219,04/2015,350,78621.68804626423,8182.146508278451,M,52.6,18.5
220,04/2015,160,83432.88290488145,7698.225127096222,M,34.9,18.1
221,04/2015,45,76135.12613824054,8182.254190485164,M,40.4,11.4
222,04/2015,497,106316.05460635573,9955.34222668555,,46.3,11.7
223,04/2015,237,86867.23003869226,7933.576076510467,M,39.1,10.7
224,04/2015,9,81360.20128934385,8533.405603004252,M,50.3,8.9
225,04/2015,172,106067.74061997968,8216.777472552307,M,55.4,10.6
226,04/2015,918,73329.39165548966,8002.054542685278,M,45.0,2.6
227,04/2015,950,87786.26676351922,7899.071639861898,M,34.7,6.3
228,04/2015,134,89567.97561660832,8264.694558240883,M,64.7,6.2
229,04/2015,140,92745.99989833831,8468.718968497064,M,,14.0
230,04/2015,238,101760.94491179431,8595.564905330311,M,61.8,3.6
231,04/2015,567,92579.34306610534,8842.384392987706,M,49.1,15.0
232,04/2015,146,98870.79793952622,8070.236954916671,M,38.1,5.6
233,04/2015,519,77568.53193638995,7725.2714767880225,,42.7,1.7
234,04/2015,428,84076.50007053213,9174.291452571993,M,37.0,13.8
235,04/2015,612,68482.3567058217,7542.848127951967,M,56.8,10.3
236,04/2015,153,89090.02566190195,8282.547331102256,M,32.3,18.2
237,04/2015,592,104995.82635396389,9790.655100087486,M,52.6,12.7
238,04/2015,713,125448.02150444004,9556.351987172013,M,45.8,18.2
239,04/2015,933,88356.48758786464,11148.47394877814,M,48.6,14.2
240,04/2015,686,84645.71877671419,6937.304783527905,M,40.8,5.5
241,04/2015,331,84050.44249449793,8181.043724388847,M,36.7,9.1
242,04/2015,885,85636.8926685398,9484.22151592007,M,62.8,6.5
243,04/2015,842,71364.15338465899,7214.961739792771,M,48.5,6.3
244,04/2015,951,120338.0553444166,8883.615102582497,M,65.1,10.5
245,04/2015,597,111393.90782119878,8909.492093503079,M,60.0,13.1
246,04/2015,93,87522.88145582497,10083.09416314828,F,38.4,14.3
247,04/2015,402,99059.30569328305,8649.39998393086,M,35.4,15.1
248,04/2015,435,97549.38094479433,8473.693959463624,F,60.5,17.1
249,04/2015,751,77045.42830336984,7601.09236926308,M,55.1,6.5
250,04/2015,733,85637.33722220895,8408.54589265287,M,52.2,13.6
251,04/2015,121,88169.94052951026,7671.047981263232,M,58.7,18.4
252,04/2015,760,108396.88245494294,8474.15145600525,M,47.8,11.1
253,04/2015,372,83885.65037747587,8298.63452999996,M,33.0,14.3
254,04/2015,441,61785.30131976682,6843.361252502044,M,51.6,2.3
255,04/2015,270,76883.65523654144,6540.980426389694,M,40.7,10.1
256,04/2015,260,76375.6128104964,6921.302627668441,M,34.6,1.1
257,04/2015,442,73875.15951003617,8408.327098557735,M,61.5,13.5
258,04/2015,19,92532.25345782103,8940.862167431967,M,,12.4
259,04/2015,218,63105.50047699581,7382.39032055796,M,60.8,12.0
260,04/2015,1000,83721.78569942726,8547.221301979389,M,45.2,4.0
261,04/2015,967,77614.08826688935,8430.643270468536,M,56.6,2.4
262,04/2015,413,118490.98293384095,9074.396302266712,M,47.8,1.0
263,04/2015,780,72506.99043600942,7883.566624391272,M,51.8,1.9
264,04/2015,538,125138.2358975056,8550.260862960546,,44.3,13.5
265,04/2015,255,135569.17854298739,9351.154599558991,M,50.9,15.2
266,04/2015,211,108203.15996039589,9155.866141413182,M,36.7,8.5
267,04/2015,465,95740.17157157372,8746.024464331287,M,62.0,17.2
268,04/2015,583,87019.78970833993,6653.773630945626,M,39.0,8.2
269,04/2015,489,122500.67040020041,10015.130036683531,M,39.7,17.4
270,04/2015,353,73077.43212989059,7268.3380263425615,M,65.9,5.3
271,04/2015,415,107976.889163322,8470.181161975255,M,62.5,7.1
272,04/2015,594,83766.6340199379,8254.044132242849,F,44.6,12.7
273,04/2015,957,87487.74194279035,9058.523305322424,M,55.4,5.3
274,04/2015,394,81882.38590456864,8042.201141463423,M,56.1,5.1
275,04/2015,674,77969.69011694456,7907.582480477247,M,61.2,16.6
276,04/2015,646,98757.81391817951,8996.271244220197,M,35.1,10.2
277,04/2015,972,80223.62894869247,7201.499046827066,M,65.6,1.6
278,04/2015,791,97104.55691504701,8123.6852483618195,M,60.0,8.0
279,04/2015,78,69671.1355851475,8148.176400427866,M,36.8,7.9
280,04/2015,548,104087.4413443303,9096.533958690197,M,52.2,12.5
281,04/2015,536,75680.7409317057,6947.120029010579,M,55.4,3.4
282,04/2015,621,87255.92772171095,8836.131828681719,M,54.8,1.7
283,04/2015,762,93274.17441948479,8243.211443797945,M,47.3,14.9
284,04/2015,516,103050.15397239901,8924.795563850425,M,65.6,18.0
285,04/2015,216,90692.05059489708,8559.161556764679,M,36.4,14.5
286,04/2015,635,76897.36813367404,7207.08658600328,M,55.3,14.8
287,04/2015,926,81036.24090371242,8227.557585504233,M,43.2,14.0
288,04/2015,135,71472.0841395114,8189.72632734634,,,10.5
289,04/2015,387,105711.72920329307,9674.89855118428,M,46.8,16.0
290,04/2015,925,120889.44476259382,10952.636141766057,M,57.3,5.5
291,04/2015,85,82453.75543536866,8922.402947844812,M,38.7,16.7
292,04/2015,586,76334.38825364129,8101.423997498989,M,32.2,7.8
293,04/2015,571,83207.18977596052,8276.298116996957,M,53.2,13.8
294,04/2015,855,69979.77485179127,7605.620835132757,M,64.2,15.2
295,04/2015,685,84637.31918048342,7310.916402577751,M,47.0,7.8
296,04/2015,63,79874.92752995479,7228.087523371418,M,61.6,12.5
297,04/2015,264,96287.67507718308,11486.03236267277,M,59.1,12.7
298,04/2015,701,60728.112646838286,7899.689362554198,M,37.3,10.7
299,04/2015,73,99976.83484749327,8649.300481785815,M,48.6,14.7
300,04/2015,478,90979.04493793879,8978.646234955673,M,35.7,7.8
301,04/2015,661,78778.08978273433,7705.360820826775,M,57.1,1.7
302,04/2015,228,102595.58886704702,8753.131843406714,M,48.1,9.5
303,04/2015,309,100827.81414229548,9242.84626312461,M,38.3,14.6
304,04/2015,382,93573.56522638422,8518.317961405264,M,34.4,10.9
305,04/2015,914,102600.97456469035,8199.645408877348,M,54.5,6.4
306,04/2015,170,77572.2163914598,8275.428827844316,M,34.1,16.2
307,04/2015,808,104127.89521873447,8588.969072986882,M,45.2,4.6
308,04/2015,279,100099.51150082554,7930.469885923973,M,44.9,3.9
309,04/2015,852,89696.86517368614,8755.43248730504,F,37.4,13.3
310,04/2015,258,101420.40777208009,7572.365493641596,M,43.5,6.3
311,04/2015,920,90344.58720141745,9066.386381789991,,64.9,14.6
312,04/2015,167,90725.03927203934,8677.014537571056,M,37.0,6.7
313,04/2015,229,81524.69150174547,9104.55170102745,M,55.1,7.9
314,04/2015,293,107511.72849953336,8876.727415579137,M,44.9,10.8
315,04/2015,569,96249.59103470625,9281.168717334582,M,39.7,13.3
316,04/2015,39,82421.6680434153,9301.312226916776,M,58.6,1.1
317,04/2015,562,118344.75548306324,8957.255117228708,M,43.4,10.0
318,04/2015,819,101340.74925351879,8816.104127109804,M,33.6,15.2
319,04/2015,652,63954.74906476535,7959.304122089461,,43.2,1.1
320,04/2015,827,106087.76908629511,8946.653311772247,M,65.0,3.2
321,04/2015,915,71230.67809072128,8039.011261954994,M,47.0,13.0
322,04/2015,35,75055.86400691021,7884.765613893252,M,53.3,4.0
323,04/2015,358,75708.4416116678,7137.091268733202,M,35.8,18.3
324,04/2015,867,69262.58504847516,8245.63666149445,M,53.5,10.1
325,04/2015,979,87932.35363792036,9063.815895379641,M,64.3,9.9
326,04/2015,599,85509.25483450684,7829.3494698311015,M,,18.4
327,04/2015,470,80821.25171421333,8027.529636818587,M,45.0,3.5
328,04/2015,903,104218.01088990149,10017.2992736578,M,,16.7
329,04/2015,420,70924.09588488315,6760.645312707808,M,56.3,5.9
330,04/2015,150,95110.88940961253,9792.573761914906,M,,10.2
331,04/2015,631,93929.81967483468,8801.130472733174,M,43.4,6.2
332,04/2015,616,73209.26785446379,7365.342289739467,M,61.5,8.8
333,04/2015,373,81691.67857814145,8401.427816967582,M,60.9,5.9
334,04/2015,577,92774.03934855132,8380.793262613342,M,42.5,15.7
335,04/2015,901,99252.31102617404,9274.860570279903,M,56.5,9.0
336,04/2015,55,81798.56775399168,9668.467341331998,M,34.9,2.7
337,04/2015,908,115771.99236482571,9853.178059913635,M,39.6,15.1
338,04/2015,883,94949.81673725844,8459.56603951121,M,,15.3
339,04/2015,522,72342.7247753971,9745.108112992975,M,52.2,14.7
340,04/2015,811,77041.38676774062,7879.783076191709,M,,18.6
341,04/2015,137,87393.4538892737,9343.714803529747,M,58.3,17.6
342,04/2015,600,77863.58204898023,7758.286844860699,M,38.4,17.2
343,04/2015,673,83713.843272074,9777.160216824115,M,49.1,5.2
344,04/2015,575,88836.69459181961,8423.563502151443,M,32.9,10.9
345,04/2015,469,96899.08007062254,10374.386691182186,M,64.1,10.3
346,04/2015,698,96439.92478476485,7663.675811733451,M,62.6,5.0
347,04/2015,245,74564.43034074275,7267.790961713736,M,60.9,13.2
348,04/2015,363,92837.99221212706,8258.590825024434,M,45.2,1.3
349,04/2015,911,129751.73252160911,7893.743126374812,M,53.9,13.9
350,04/2015,343,72885.36694433891,8497.243145080722,M,63.1,16.4
351,04/2015,886,99750.218009534,9788.063937247318,M,59.7,10.7
352,04/2015,262,146648.89202962394,10035.663669360776,M,64.6,14.7
353,04/2015,222,91381.17637725876,7925.169384028216,M,39.2,11.6
354,04/2015,731,88672.7506877513,8796.498417810799,,35.2,7.5
355,04/2015,31,73547.35723691579,8320.263124901127,,36.7,16.8
356,04/2015,32,97398.9481178993,8054.387301853811,M,55.5,2.4
357,04/2015,545,78193.78874563306,7634.205028522504,M,42.4,3.8
358,04/2015,553,84162.4386445052,7166.191136198635,M,35.3,1.8
359,04/2015,284,89551.26235276362,8283.251858799425,M,40.5,14.4
360,04/2015,94,76071.24641944794,7649.1900656963135,M,,9.2
361,04/2015,472,97392.72493139647,8886.702363001381,,40.5,8.5
362,04/2015,748,62881.431997811924,6735.204435055471,F,40.7,14.3
363,04/2015,3,62723.44539405081,8357.073931133322,M,49.3,4.7
364,04/2015,676,98605.91896200039,7958.207923194054,M,43.8,17.0
365,04/2015,233,125720.75316149178,9298.780109772772,M,38.2,12.8
366,04/2015,919,92806.6682478694,8738.519237345201,M,34.6,11.6
367,04/2015,54,80385.27680629093,7807.953012855228,M,57.6,1.3
368,04/2015,95,81338.78547738491,8419.105296803182,M,55.1,14.3
369,04/2015,818,84792.4845651639,8343.821912137706,M,,4.6
370,04/2015,349,100774.38717345994,8718.875358870158,M,63.1,16.7
371,04/2015,224,92068.97013388181,8576.323411124162,M,42.2,9.8
372,04/2015,526,99735.88533185438,9691.216756293265,M,62.7,18.8
373,04/2015,613,110514.75157223074,10615.12402226203,M,50.9,2.5
374,04/2015,845,89279.64688824378,9185.593171467945,M,,5.5
375,04/2015,894,75911.08452775954,7958.962892303105,M,47.3,18.1
376,04/2015,419,74683.17906558828,7370.969594898283,M,,18.2
377,04/2015,707,96511.62655429427,8396.149200409205,M,56.4,12.6
378,04/2015,426,106131.75453852682,9102.119386469343,M,43.0,7.2
379,04/2015,427,92731.55229294405,9932.31855071659,M,48.1,3.4
380,04/2015,978,108001.66552980115,8367.864153142044,M,40.8,8.0
381,04/2015,610,112813.27568260476,10314.626207165818,M,64.5,8.9
382,04/2015,76,84831.00284130729,6654.087514180704,,46.8,11.5
383,04/2015,629,86555.56767301823,9741.301085885632,M,46.4,15.7
384,04/2015,326,84740.1369501397,7125.145203017227,M,32.6,1.6
385,04/2015,875,97893.24876907251,9727.930817291546,,42.4,16.3
386,04/2015,409,99399.99850663898,9098.403140958331,M,45.0,14.6
387,04/2015,940,83651.57587675987,6978.464770373304,M,53.9,9.6
388,04/2015,642,76938.62621500915,8417.966814110665,M,43.3,8.4
389,04/2015,14,92496.20959175505,8548.516213105047,M,56.5,1.7
390,04/2015,129,78151.10399287404,9676.470884854823,M,35.6,11.3
391,04/2015,474,62850.47334707994,8687.57472088972,M,56.2,13.1
392,04/2015,312,78341.15009199323,7510.069966478475,M,61.2,13.4
393,04/2015,708,57338.96980479386,6721.279711771707,M,40.4,1.6
394,04/2015,30,126672.28288541845,9592.79468654488,M,46.1,9.2
395,04/2015,161,77999.64890819119,8082.379376202873,M,51.3,2.9
396,04/2015,839,99100.5106253361,8714.211800494084,M,36.7,1.6
397,04/2015,400,121502.33397241394,9608.84988563291,,58.4,10.9
398,04/2015,375,101121.63809799921,10635.441985756412,M,43.3,18.2
399,04/2015,298,78520.88577882701,8795.279751936545,M,39.2,11.8
